sensor1,sensor2,sensor3,kneesensor
3,13,720,539
2,11,675,669
1,11,653,760
0,0,0,714
0,0,0,680
0,0,0,682
0,0,0,692
0,0,0,699
0,0,0,718
0,0,0,700
5,8,163,606
1,5,252,524
0,3,266,564
0,1,277,661
0,6,424,680
0,6,381,716
0,1,183,738
3,3,0,734
4,4,0,704
5,5,0,682
6,6,0,683
2,2,0,697
2,4,93,709
6,10,236,701
7,12,269,667
4,4,0,587
3,3,39,570
2,4,81,607
4,9,303,687
4,9,323,779
0,0,0,785
0,0,0,751
0,0,0,728
0,0,0,718
0,0,0,735
0,0,0,711
2,11,671,682
5,13,626,652
10,24,891,548
2,14,759,497
1,14,772,552
1,14,796,673
3,17,837,755
0,0,0,752
0,0,0,725
0,0,0,704
0,0,0,696
0,0,0,682
0,0,0,671
0,0,0,677
5,6,48,631
2,6,246,515
0,0,169,494
0,3,270,578
0,4,310,689
2,8,403,773
0,0,0,744
0,0,0,711
0,0,0,713
0,0,0,722
0,0,0,732
0,0,0,717
0,0,0,668
14,23,531,599
0,0,84,478
0,0,61,500
0,0,132,590
0,0,30,664
0,0,53,709
4,4,0,699
1,1,0,699
0,0,0,707
0,0,0,716
1,1,0,731
2,2,0,744
3,3,0,747
2,3,0,738
1,3,106,688
0,2,256,617
1,5,267,611
0,4,291,647
2,7,319,697
4,10,346,762
1,1,0,776
0,0,0,742
0,0,0,727
1,1,0,708
1,1,0,702
1,1,0,700
0,0,0,700
3,13,667,677
14,30,972,618
7,20,784,528
5,19,879,551
4,16,801,647
5,17,758,750
4,15,716,789
0,0,0,725
0,0,0,712
0,0,0,711
0,0,0,715
0,0,0,715
0,0,0,709
0,2,386,685
10,24,930,613
6,22,946,522
3,18,924,558
1,15,865,666
0,13,800,764
0,13,740,785
0,0,0,721
0,0,0,706
0,0,0,702
0,0,0,716
0,0,0,717
0,0,0,719
0,3,420,684
16,32,1008,637
5,20,994,528
1,14,838,526
2,15,846,624
1,12,752,724
3,13,594,747
6,6,0,708
3,2,0,696
1,1,0,717
0,1,0,720
4,4,0,723
5,5,0,734
5,7,165,731
3,7,231,695
2,6,288,661
2,6,293,651
1,6,314,670
2,7,325,716
2,8,334,766
0,0,0,765
0,0,0,714
0,0,0,711
0,1,0,731
0,0,0,707
0,0,0,692
0,0,0,679
12,15,175,649
0,4,222,553
0,0,59,542
0,0,163,633
0,2,225,757
0,4,255,807
0,0,0,755
0,0,0,744
0,0,0,749
0,0,0,736
3,2,0,718
2,5,143,699
6,11,295,626
0,0,0,473
0,0,103,518
0,1,244,654
0,3,256,767
0,0,0,768
0,0,0,729
0,0,0,744
0,0,0,734
0,0,0,718
0,0,0,708
0,0,0,667
8,11,124,622
1,1,2,537
1,3,153,612
0,0,38,700
0,0,48,730
1,1,1,726
5,6,92,713
4,4,0,739
3,3,0,722
6,6,0,716
9,9,0,705
9,11,133,703
8,12,251,689
4,6,177,624
1,2,86,555
1,3,115,583
3,5,227,656
3,9,389,729
3,9,390,772
0,0,0,756
0,0,0,711
0,0,0,730
0,0,0,714
0,0,0,695
0,0,0,673
5,10,323,663
10,24,1007,600
6,18,774,532
6,19,801,607
3,10,515,739
7,19,784,821
0,0,0,762
0,0,0,736
0,0,0,744
0,0,0,726
0,0,0,707
0,0,0,686
0,0,30,671
6,8,153,567
0,0,0,500
1,4,166,591
0,0,70,725
5,12,465,788
0,0,0,760
1,1,0,743
2,2,0,737
7,7,0,738
9,9,0,732
10,12,121,687
7,10,226,583
4,8,228,518
1,5,243,594
1,5,267,717
2,7,281,745
0,0,55,733
3,3,9,699
4,4,22,747
2,2,0,746
1,1,0,742
6,6,0,746
7,7,0,742
6,10,261,697
4,7,261,655
2,6,274,659
3,7,289,703
4,9,311,752
6,11,305,761
1,1,0,722
1,1,0,716
1,1,0,727
1,1,0,721
1,1,0,714
1,3,239,700
7,9,185,633
1,3,118,504
0,2,191,561
1,4,233,691
1,4,252,777
0,0,0,732
0,0,0,692
0,0,0,701
0,0,0,718
0,0,0,706
0,0,0,693
6,12,384,594
0,0,0,496
2,6,234,569
2,1,0,719
3,3,0,782
0,0,0,701
0,0,0,719
0,0,0,743
0,0,0,755
0,0,0,740
10,15,284,695
3,3,0,589
2,2,0,561
1,5,229,631
0,0,17,732
5,8,236,731
5,5,0,706
5,5,0,724
3,3,0,729
5,5,0,743
6,5,0,753
8,10,77,736
3,6,217,685
0,3,226,650
0,3,223,643
0,2,250,679
1,5,266,742
0,4,284,785
0,0,0,741
0,0,0,723
0,0,0,744
0,0,0,749
0,0,0,738
4,8,286,700
0,0,181,575
0,0,192,576
0,0,238,698
0,0,255,818
0,0,0,785
0,0,0,752
0,0,0,771
0,0,0,786
0,0,0,790
0,0,229,762
8,22,954,654
2,13,762,528
1,11,687,592
0,9,636,748
0,8,589,810
0,0,0,747
0,0,0,728
0,1,0,739
0,0,0,754
0,0,0,757
0,0,0,730
2,4,105,617
0,0,0,614
2,3,77,656
1,1,47,728
2,3,41,761
4,6,148,754
4,5,0,778
7,7,0,753
3,3,0,738
3,3,0,716
4,4,0,727
3,3,0,733
5,5,0,722
2,5,204,686
0,3,207,640
0,1,236,628
0,1,235,671
0,4,256,733
0,4,272,788
0,0,0,752
0,0,0,716
0,0,0,696
0,0,0,697
0,0,0,721
0,1,194,708
8,15,368,654
0,0,152,517
0,0,17,542
0,0,196,669
0,0,214,794
0,0,0,772
0,0,0,716
0,0,0,733
0,0,0,748
0,0,0,754
0,0,0,729
1,8,445,683
0,1,217,593
0,0,98,583
0,0,101,654
0,3,307,756
0,0,0,803
0,0,0,746
0,0,0,759
0,0,0,758
0,0,0,769
0,0,0,771
0,0,5,738
0,1,212,669
0,0,180,631
0,0,199,653
0,0,23,698
0,0,214,710
0,1,235,742
0,0,5,760
0,0,0,739
0,0,0,759
0,0,0,738
0,0,0,753
8,7,0,758
7,7,0,766
6,5,0,746
3,6,200,725
2,5,218,675
2,5,253,630
2,5,258,664
4,10,345,733
5,10,353,788
1,1,0,765
0,0,0,734
0,0,0,736
0,0,0,741
3,3,0,741
4,5,134,721
5,8,181,670
0,2,163,533
0,0,0,576
0,2,209,701
0,2,223,799
0,0,0,764
0,0,0,715
0,0,0,693
0,0,0,697
0,0,0,672
0,0,0,657
3,10,484,648
7,11,259,583
0,1,31,543
1,4,225,615
0,3,239,742
0,4,265,813
0,0,0,789
0,0,0,739
0,0,0,723
0,0,0,727
0,0,0,727
0,0,0,705
0,0,0,669
6,7,96,557
0,0,0,532
1,1,49,596
1,4,191,671
2,3,70,721
4,6,175,758
8,8,0,737
7,7,0,743
7,7,0,730
7,7,0,736
9,9,0,736
9,9,0,733
7,7,0,740
6,6,0,727
3,6,174,706
2,5,207,666
2,6,242,647
2,6,255,661
7,9,301,712
7,12,321,769
7,13,343,790
1,1,0,752
0,0,0,714
2,1,0,686
2,2,0,699
2,2,0,705
0,0,0,705
7,13,391,670
0,3,197,543
0,0,112,523
0,1,189,605
1,7,402,731
2,7,392,801
0,0,0,740
0,0,0,715
0,0,0,713
0,0,0,713
0,0,0,713
0,0,0,704
11,23,719,660
4,5,111,541
2,3,33,524
5,6,101,608
3,2,0,732
6,10,308,801
4,4,0,735
1,1,0,712
1,1,0,707
5,5,0,708
4,4,0,707
2,5,166,695
6,8,169,623
2,2,15,534
0,0,27,578
0,0,10,685
0,0,0,738
1,2,29,713
1,1,0,726
2,2,0,729
0,0,0,732
5,5,0,744
7,6,0,759
8,9,76,740
7,10,192,725
3,3,0,681
4,4,40,644
4,5,59,647
6,9,246,707
9,15,355,784
6,6,0,770
1,1,0,723
2,2,0,697
2,1,0,721
3,2,0,711
1,1,0,713
0,0,0,692
15,31,1023,631
5,18,826,536
5,17,749,570
6,18,822,693
4,16,749,785
1,1,0,763
0,0,0,729
0,0,0,708
0,0,0,728
0,0,0,728
0,0,0,724
0,0,0,701
3,8,312,589
0,0,105,519
0,0,160,583
0,3,293,720
2,9,461,804
0,0,0,766
0,0,0,725
0,0,0,722
0,0,0,725
0,0,0,717
0,0,0,714
0,0,0,691
9,12,142,627
2,2,33,508
2,1,0,511
2,3,115,609
1,1,0,698
2,3,51,749
2,2,0,754
7,7,0,763
4,4,0,724
3,3,0,706
1,1,0,701
3,3,0,705
6,6,0,719
6,6,0,732
7,7,0,719
6,8,125,692
3,6,195,632
3,6,216,637
5,9,239,680
4,8,257,740
2,2,0,772
0,0,0,736
2,2,0,711
3,3,0,704
4,4,0,691
2,2,0,682
5,5,0,656
8,12,231,638
4,8,252,530
0,0,8,492
0,0,132,573
0,4,335,722
0,3,315,763
0,0,0,719
0,0,0,689
0,0,0,715
0,0,0,722
0,0,0,742
0,0,0,719
14,28,701,653
2,3,29,529
0,0,13,523
1,2,95,612
2,6,285,730
2,6,277,774
0,0,0,707
0,0,0,691
0,0,0,708
2,2,0,716
5,5,0,713
8,12,207,664
0,0,0,534
0,0,92,516
0,2,135,593
0,1,49,689
1,2,70,731
5,5,0,720
2,2,0,685
4,4,0,701
4,4,0,731
8,8,0,732
8,8,0,749
8,7,0,766
5,5,0,762
0,0,0,759
1,3,160,679
2,4,172,634
2,5,204,659
4,8,245,718
6,10,264,780
2,2,0,756
2,2,0,726
1,1,0,703
1,1,0,727
1,1,0,722
0,0,0,719
2,2,0,675
3,2,0,551
0,1,65,498
1,3,170,578
3,8,358,741
0,0,0,785
0,0,0,716
0,0,0,700
0,0,0,722
0,0,0,735
0,0,0,740
0,0,0,714
4,6,130,637
2,2,37,525
1,1,23,542
0,0,74,655
0,2,178,742
0,0,0,764
2,2,0,709
2,2,0,709
2,1,0,764
7,6,0,769
7,7,0,779
7,7,0,788
8,9,103,800
7,11,243,781
3,7,252,764
1,4,246,715
2,6,258,732
3,7,271,774
4,9,294,827
0,0,0,804
2,2,0,753
2,2,0,786
3,3,0,798
0,0,0,810
0,0,0,790
13,21,179,678
0,0,3,551
0,1,52,584
1,4,222,705
1,5,258,813
0,0,0,784
0,0,0,758
0,0,0,747
0,0,0,765
1,1,0,784
0,0,0,772
1,4,137,687
0,0,79,575
0,0,64,606
0,2,229,695
0,3,254,766
1,5,259,797
0,0,0,753
0,0,0,725
0,0,0,747
0,0,0,758
0,0,0,740
0,0,0,655
0,0,0,594
0,1,76,646
0,1,85,726
0,1,119,734
0,0,0,776
0,0,0,733
0,0,0,738
3,2,0,733
2,2,0,744
6,6,0,743
4,5,128,708
1,3,190,699
3,6,237,709
4,8,263,725
6,10,279,728
4,8,285,726
4,9,287,716
